,docid,string,label,start,end
21886,2346,Sevilla,LOC,466,467
21887,2346,doce reales,MON,482,484
21888,2346,Maria,PER,503,504
21889,2346,cien reales,MON,513,515
21890,2346,juan martinez montañes,PER,522,525
21891,2346,50 ducados,MON,550,552
21892,2346,juan Martinez,PER,588,590
21893,2346,horden de santo domingo,ORG,615,619
21894,2346,cien reales,MON,619,621
21895,2346,mi Yten,PER,631,633
21896,2346,isabel,PER,634,635
21897,2346,micaela cuatro ducados,PER,639,642
21898,2346,magdalena de billegas,PER,646,649
21899,2346,madrid,LOC,658,659
21900,2346,cinco ducados,MON,659,661
21901,2346,mi Yten,PER,666,668
21902,2346,bernaldo de toro,PER,677,680
21903,2346,diez ducados,MON,683,685
21904,2346,xerez,LOC,695,696
21905,2346,convento de Rexina,ORG,717,720
21906,2346,horden de santo domingo,ORG,721,725
21907,2346,Real Maestranza,ORG,748,750
21908,2346,Sevilla,LOC,753,754
21909,2346,monasterio de santa maria de gracia,ORG,757,763
21910,2346,maria de san agustin,PER,769,773
21911,2346,Catalina de Billegas,PER,801,804
21912,2346,juan martinez montañes,PER,810,813
21913,2346,juan martinez montañes,PER,859,862
21914,2346,Diego de Salzedo,PER,866,869
21915,2346, Nombro,PER,870,872
21916,2346,Bernaldino Josephe,PER,881,883
21917,2346,Rodrigo Martinez,PER,884,886
21918,2346,Catalina de Billegas,PER,888,891
21919,2346,juan martinez montañes,PER,901,904
21920,2346,catalina,PER,908,909
21921,2346,maria de san agustin,PER,926,930
21922,2346,monasterio de santa maria de gracia,ORG,936,942
21923,2347,juan martinez,PER,9,11
21924,2347,san Pablo2,LOC,12,14
21925,2348,juan martinez montañes,PER,13,16
21926,2348,collacion de la madalena,LOC,25,29
21927,2348,catalina de sandobal,PER,36,39
21928,2348,Diego de Salcedo,PER,43,46
21929,2348,Micaela de sandobal,PER,49,52
21930,2348,collacion de la madalena,LOC,60,64
21931,2348,catalina,PER,109,110
21932,2348,feiscientos ducados de oro,MON,272,276
21933,2348,catalina de fandobal,PER,326,329
21934,2348,600 ducados de oro,MON,337,341
21935,2348,duzientos y veynte y zinco mill maravedis,MON,343,350
21936,2348,600 ducados,MON,437,439
21937,2348,catalina de fandobal,PER,466,469
21938,2348,catalina de fandobal,PER,599,602
21939,2348,600 ducados,MON,618,620
21940,2348,catalina de fandobal,PER,699,702
21941,2348,juan martinez montañes,PER,745,748
21942,2349,lunes vte y ocho dias del mef de Abril de mill y feis cientos y catorce años yo el licendo,DATE,1,21
21943,2349,Alo fanchez Gordillo,PER,21,24
21944,2349,yglesia de la magdalena,ORG,34,38
21945,2349,feuilla,LOC,39,40
21946,2349,paulo quinto,PER,71,73
21947,2349,Joan minez montañes,PER,104,107
21948,2349,Catalina de fandoual,PER,109,112
21949,2349,miguel gomez,PER,126,128
21950,2349,francisco de falcedo,PER,129,132
21951,2349,Alo Gordillo,PER,139,141
21952,2350,bernadino martinez,PER,1,3
21953,2350,juan martinez montañes,PER,6,9
21954,2350,ana de Villegas,PER,12,15
21955,2350,convento de san francisco,ORG,23,27
21956,2350,feuilla,LOC,28,29
21957,2350,Bernardino Martinez,PER,76,78
21958,2350,bernardino martinez,PER,89,91
21959,2350,monasterio de nuestro ferafico padre san francisco,ORG,95,102
21960,2350,concilio de Trento,DATE,148,151
21961,2350,Gonzalo de Ocampo,PER,155,158
21962,2350,santa yglefia,ORG,161,163
21963,2350,Catalina de Villegas,PER,183,186
21964,2350,Juan Martinez montañes,PER,188,191
21965,2350,Bernardino,PER,216,217
21966,2351,9 de febrero,DATE,1,4
21967,2351,Martinez Montañes,PER,6,8
21968,2351,Alo martin,PER,12,14
21969,2351,maria de torres,PER,16,19
21970,2352,lunes diez diaz del mef de abril de mill y feiscientos diez y fiete,DATE,1,15
21971,2352,ygla de la magdalena,ORG,42,46
21972,2352,Jua de maqueda,PER,48,51
21973,2352,Juo de obiedo,PER,69,72
21974,2352,ynes de alava,PER,76,79
21975,2352,Urban de Viueros,PER,93,96
21976,2352,catalina fu,PER,98,100
21977,2352,francisco gomez de torres,PER,106,110
21978,2352,juo martinez montañes,PER,111,114
21979,2353,martes 19 de febrero fe enterro en efta yglefia da thomafina montañes,DATE,1,13
21980,2353,joan martinez,PER,15,17
21981,2353,alonso de meffa,PER,29,32
21982,2354,Autografo Juo de ouiedo,PER,0,4
21983,2354,feuilla,LOC,6,7
21984,2354,diego de mondragon,PER,32,35
21985,2354,cafas de antonio fernandes,PER,154,158
21986,2354,feuilla,LOC,216,217
21987,2354,de diciembre de 1619,DATE,222,226
21988,2354,Juan de Obiedo,PER,230,233
21989,2354,Juan Martinez Montañes,PER,239,242
21990,2354,collacion de la magdalena,LOC,250,254
21991,2354,juan de ouiedo,PER,261,264
21992,2354,diego de mondragon,PER,284,287
21993,2354,ueynte mil ducados,MON,336,339
21994,2354,quarenta y cinco,MON,363,366
21995,2355,juo martinez montañes,PER,7,10
21996,2355,la magdalena,LOC,13,15
21997,2355,Juan de Obiedo,PER,22,25
21998,2355,Francisca de Salas,PER,33,36
21999,2355,diego conde soria,PER,38,41
22000,2355,san Miguel,LOC,43,45
22001,2355,juan de oviedo,PER,50,53
22002,2355,Antonio,PER,54,55
22003,2355,80 ducados,MON,82,84
22004,2355,60 ducados en reales de plata de prefente,MON,88,96
22005,2355,Francisca,PER,108,109
22006,2356,12 de julio,DATE,1,4
22007,2356,Martinez Montañes,PER,5,7
22008,2356,alonso Sanchez,PER,13,15
22009,2356,luisa de morales,PER,17,20
22010,2357,19 de enero,DATE,1,4
22011,2357,Martinez Montañes,PER,6,8
22012,2357,diego gomez,PER,11,13
22013,2357,juana ruiz,PER,15,17
22014,2358,Miguel de salcedo,PER,0,3
22015,2358,juo de salcedo,PER,23,26
22016,2358,diego de salcedo,PER,29,32
22017,2358,juo martines montañes,PER,66,69
22018,2358,Parecio Juan Martinez Montañes,PER,103,107
22019,2358,Ruano,PER,112,113
22020,2358,miguel de salcedo,PER,125,128
22021,2358,juo martines montañes,PER,173,176
22022,2358,miguel de falcedo,PER,181,184
22023,2358,juan de falcedo,PER,199,202
22024,2358,benefficio de ynbentario,PER,209,212
22025,2359,domingo 12 de julio de 1626,DATE,1,7
22026,2359,Martinez Montañes,PER,8,10
22027,2359,juo de segarra,PER,15,18
22028,2359,maria de ribera,PER,20,23
22029,2360,juan martinez montañes,PER,17,20
22030,2360,seuilla,LOC,27,28
22031,2360,collacion de la magdalena,LOC,30,34
22032,2360,madrid,LOC,50,51
22033,2360,santa madre iglesia catolica romana,ORG,90,95
22034,2360,catalina de salzedo,PER,107,110
22035,2360,catalina de falzedo,PER,179,182
22036,2360,convento de san pablo,ORG,241,245
22037,2360,horden de santo domingo,ORG,248,252
22038,2360,fernando martinez de Vzanqui,PER,370,374
22039,2360,mariana,PER,376,377
22040,2360,juan francisco martinez montañes,PER,378,382
22041,2360,ana,PER,384,385
22042,2360,jose ynazio fernandez,PER,386,389
22043,2360,teresa martinez montañes,PER,390,393
22044,2360,seuilla,LOC,561,562
22045,2360,catorfe dias del mes de junio de mill i seissientos e treinta i zinco,DATE,563,577
22046,2360,diez i,MON,604,606
22047,2360,juan de mdo,PER,606,609
22048,2360,feuillayo alo de alarcon,PER,616,620
22049,2361,feuilla,LOC,4,5
22050,2361,treze dias de junio de 1640,DATE,6,12
22051,2361,Alonso fernandez de Mora,PER,24,28
22052,2361,Joan martines montañes,PER,30,33
22053,2361,alonso fernandes de mora,PER,44,48
22054,2361,juan gomes,PER,92,94
22055,2362,18 de junio de 1649,DATE,1,6
22056,2362,Juan Martinez Montañes100,PER,10,13
22057,2363,catalina de salzedo y sandobal,PER,14,19
22058,2363,juan martinez montañes,PER,21,24
22059,2363,feuilla,LOC,32,33
22060,2363,collacion de la madalena,LOC,35,39
22061,2363,alonso de Alarcon,PER,69,72
22062,2363,seuilla,LOC,75,76
22063,2363,catorze de junio del año pasado de 1635,DATE,77,85
22064,2363,año pasado de mill y seiscientos y quarenta y nueue,DATE,159,169
22065,2363,yglesia parroquial de la madalena,ORG,188,193
22066,2363,Pagos Ytem,PER,259,261
22067,2363,santa de Gerusalen,LOC,316,319
22068,2363,yglesia de la madalena,ORG,341,345
22069,2363,deuia mill pesos,MON,362,365
22070,2363,juan marin,PER,366,368
22071,2363,yglesia de Sr San Miguel,ORG,408,413
22072,2363,hermenegildo montañes,PER,421,423
22073,2363,feis mill y tantos reales,MON,442,447
22074,2363,quatrocientos pesos de plata,MON,482,486
22075,2363,manuel de torres,PER,487,490
22076,2363,mill reales,MON,501,503
22077,2363,Mateo almonacid ssno,PER,544,547
22078,2363,seuilla,LOC,551,552
22079,2363,treinta y quatro o treynta y seis,MON,553,560
22080,2363,juan martinez montañes,PER,572,575
22081,2363,seiscientos ducados,MON,581,583
22082,2363,juan de falzedo,PER,586,589
22083,2363,cien ducados,MON,592,594
22084,2363,alonso fernandez de mora,PER,597,601
22085,2363,cien ducados,MON,615,617
22086,2363,Ana micaela,PER,647,649
22087,2363,juan martinez montañes,PER,672,675
22088,2363,cien pesos,MON,677,679
22089,2363,alonso fernandez de mora,PER,682,686
22090,2363,Ana micaela,PER,699,701
22091,2363,juan francisco martinez,PER,740,743
22092,2363,cinco mill pesos,MON,814,817
22093,2363,mariana,PER,873,874
22094,2363,Joseph ynacio,PER,876,878
22095,2363,Joseph ynacio martinez montañes,PER,922,926
22096,2363,Joseph ynacio,PER,946,948
22097,2363,Juan martinez montañes,PER,1026,1029
22098,2363,fernando montañes de Urzanqui,PER,1033,1037
22099,2363,Mariana,PER,1039,1040
22100,2363,Joseph hynacio,PER,1042,1044
22101,2363,Theresa,PER,1046,1047
22102,2363,Hermenegildo martinez montañes,PER,1049,1052
22103,2363,juan martinez montañes,PER,1067,1070
22104,2363,juan martinez montañes,PER,1131,1134
22105,2363,Publico,LOC,1152,1153
22106,2363,Juan martinez montañes,PER,1224,1227
22107,2363,fernando montañes Urzanqui,PER,1284,1287
22108,2363,mariana,PER,1326,1327
22109,2363,joseph ynacio,PER,1329,1331
22110,2363,Theresa,PER,1333,1334
22111,2363,hermenegildo martinez montañes,PER,1336,1339
22112,2363,seuilla,LOC,1439,1440
22113,2363,diez y nueve dias del mes de abril de mill y seissientos y cinquenta y cinco,MON,1452,1468
22114,2363,alonso de Paredes,PER,1501,1504
22115,2363,Pedro de huarriz,PER,1505,1508
22116,2363,Alonso de Dueñas,PER,1509,1512
22117,2363,Matias de Ortega,PER,1513,1516
22118,2363,antonio de arnes,PER,1519,1522
22119,2363,Juan manuel de Dueñas,PER,1525,1529
22120,2363,Sevilla,LOC,1531,1532
22121,2364,Auto El Sr Teniente,PER,0,4
22122,2364,aqüella,LOC,8,9
22123,2364,Catalina de Salcedo y Sandobal,PER,35,40
22124,2365,manuel francisco muñoz,PER,7,10
22125,2365,luis de granja,PER,42,45
22126,2365,sevilla,LOC,55,56
22127,2365,catalina de salzedo y sandobal,PER,69,74
22128,2365,juan martinez montañes,PER,76,79
22129,2365,mil pesos,MON,101,103
22130,2365,ocho reales de plata,MON,105,109
22131,2365,mil pesos,MON,135,137
22132,2365,cartaxena,LOC,148,149
22133,2365,fin del mes de setiembre deste año de 1655,DATE,157,166
22134,2366,Manuel Martinez Montañes,PER,15,18
22135,2366,Monsalves,LOC,21,22
22136,2366,collacion de san Vicente,LOC,22,26
22137,2366,Fernando Martinez,PER,36,38
22138,2366,luisa de mirana de ogirondo,PER,41,46
22139,2366,san Vicente,LOC,56,58
22140,2366,cofradia del Smo Sacramento,ORG,68,72
22141,2366,parroquia de Santa Maria Magdalena,LOC,75,80
22142,2366,20 ducados de vellon,MON,87,91
22143,2366,yglesia parroquial de san miguel,ORG,104,109
22144,2366,alonso fernandez de Mora,PER,110,114
22145,2366,Miguel de Burgos,PER,122,125
22146,2366,24 de octubre de 1638,DATE,126,131
22147,2366,fernando alvarez de toledo,PER,140,144
22148,2366,santa Ma Magdalena,LOC,148,151
22149,2366,francisco Martinez Montañes,PER,158,161
22150,2366,calle de la Muela,LOC,189,193
22151,2367,ferrando de abreu,PER,0,3
22152,2367,dosciento mill marauedis,MON,12,15
22153,2368,ferrando de abreu,PER,0,3
22154,2368,seuilla,LOC,10,11
22155,2368,880 marauedis,MON,11,13
22156,2369,seuilla,LOC,5,6
22157,2370,Cristobal,PER,5,6
22158,2370,gaspar de acevedo,PER,8,11
22159,2370,ursula de portillo,PER,14,17
22160,2370,juan chacon,PER,21,23
22161,2370,san marcos,LOC,26,28
22162,2370,Cristobal de castro,PER,29,32
22163,2371,francisco de alcaras,PER,0,3
22164,2371,collacion de la madalena,LOC,6,10
22165,2371,francisco terron,PER,27,29
22166,2371,febastian de barela,PER,30,33
22167,2371,francisco de barela,PER,44,47
22168,2371,miguel guelles,PER,48,50
22169,2372,manuel de almeida,PER,0,3
22170,2372,seuilla,LOC,20,21
22171,2372,pedro de castro,PER,38,41
22172,2373,pedro alvares,PER,0,2
22173,2373,manuel gonzales,PER,3,5
22174,2373,diego de jesus,PER,9,12
22175,2373,monasterio y conbento de nueftra señora de consolacion,ORG,15,23
22176,2374,alonso alvares,PER,0,2
22177,2374,Sebastiana de eraso,PER,6,9
22178,2374,seuilla,LOC,13,14
22179,2374,collacion de san lorenzo,LOC,16,20
22180,2374,ana giron,PER,25,27
22181,2374,diego lopes bueno,PER,29,32
22182,2374,san andres,LOC,34,36
22183,2375,Sebastiana eraso,PER,0,2
22184,2375,alonso alvares,PER,4,6
22185,2375,juan garcia boza,PER,12,15
22186,2376,fernando de andujar,PER,0,3
22187,2376,ana bargas,PER,7,9
22188,2376,seuilla,LOC,13,14
22189,2376,quinientos rreales,MON,21,23
22190,2377,diego de añas,PER,0,3
22191,2377,collacion de santa maria,LOC,9,13
22192,2377,ponciano de collantes,PER,17,20
22193,2377,santo oficio de la ynquificion,ORG,22,27
22194,2377,ualladolid,LOC,31,32
22195,2377,antonio de la fuente,PER,40,44
22196,2377,quatrocientos ducados,MON,44,46
22197,2378,juan de armendia,PER,0,3
22198,2378,francisca de los angeles,PER,7,11
22199,2378,diego arias,PER,20,22
22200,2378,santo oficio de la ynquificion los marauedis,ORG,31,38
22201,2378,maria rrodriguez,PER,43,45
22202,2378,juan armedia,PER,49,51
22203,2378,diego arias,PER,58,60
22204,2379,diego de arias,PER,0,3
22205,2379,santo oficio,ORG,12,14
22206,2379,collacion de santa maria,LOC,17,21
22207,2379,juan de armendia,PER,26,29
22208,2379,francisca de los angeles,PER,34,38
22209,2380,Sebastian de arteaga,PER,0,3
22210,2380,juana de salinas,PER,11,14
22211,2380,antonio peres,PER,19,21
22212,2380,anunciacion de nuestra señora,LOC,27,31
22213,2380,santa yglesia,ORG,41,43
22214,2380,seuilla,LOC,44,45
22215,2380,miguel garcia de gibraleon,PER,46,50
22216,2380,veynte y cinco mil,MON,50,54
22217,2381,manuel de la vega,PER,0,4
22218,2381,parroquia de san andres,LOC,8,12
22219,2381,martin de atienza,PER,14,17
22220,2381,seuilla,LOC,24,25
22221,2381,collacion de santa cruz,LOC,27,31
22222,2381,calle jamerdana,LOC,42,44
22223,2381,veynte y ocho rreales,MON,57,61
22224,2382,esteban de azaque,PER,0,3
22225,2382,miguel guelles,PER,25,27
22226,2382,francisco de varela,PER,27,30
22227,2382,francisco pacheco,PER,31,33
22228,2383,elena nuñes,PER,1,3
22229,2383,santa cruz,LOC,4,6
22230,2383,juan baptista,PER,11,13
22231,2383,collacion de san julian,LOC,19,23
22232,2384,Sevilla,LOC,9,10
22233,2384,ferrando de bañuelos,PER,25,28
22234,2384,ocho mil marauedis,MON,51,54
22235,2385,fernando de baraona,PER,0,3
22236,2385,seuilla,LOC,8,9
22237,2385,collacion de san lorenzo,LOC,11,15
22238,2385,conpas de san clemente,LOC,17,21
22239,2385,juan salbador rruiz,PER,27,30
22240,2385,san martin,LOC,36,38
22241,2385,convento de monjas de señor san Joseph,ORG,48,55
22242,2385,sanlucar la mayor,LOC,62,65
22243,2385,fray antonio de jesus maria,PER,82,87
22244,2385,convento del angel de la guarda,ORG,94,100
22245,2385,convento de monjas de santa cruz,ORG,143,149
22246,2385,flandes,LOC,166,167
22247,2385,fernando de baraona,PER,205,208
22248,2385,1.750 ducados,MON,208,210
22249,2386,juan de barreda,PER,0,3
22250,2386,seuilla,LOC,9,10
22251,2386,pedro de ayala,PER,19,22
22252,2387,urfula de rribera,PER,0,3
22253,2387,jaques bauzel,PER,5,7
22254,2387,antonio de baldera,PER,11,14
22255,2387,conuento de santiago,ORG,26,29
22256,2387,1.400 rreales,MON,34,36
22257,2387,Claudio,PER,72,73
22258,2387,juana baucel,PER,74,76
22259,2388,Acisclos Burgueño,PER,0,2
22260,2388,Santo Rey Fernando,ORG,33,36
22261,2389,francisco cabezas,PER,0,2
22262,2389,seuilla,LOC,7,8
22263,2389,collacion de san salbador,LOC,10,14
22264,2389,francisco pinto,PER,21,23
22265,2389,oporto,LOC,25,26
22266,2390,josephe calderon de afedo,PER,0,4
22267,2390,seuilla,LOC,12,13
22268,2390,collacion de san salbador,LOC,15,19
22269,2390,laureano de vega solis,PER,24,28
22270,2391,pedro calderon de afedo,PER,0,4
22271,2391,juan antonio calderon,PER,10,13
22272,2391,andres rrodrigues,PER,16,18
22273,2391,260.777 marauedis,MON,21,23
22274,2391,yglesia de san pedro,ORG,33,37
22275,2391,pedro de santiago,PER,40,43
22276,2392,alvaro suares,PER,0,2
22277,2392,santa maria,LOC,6,8
22278,2392,Sebastian lopes,PER,11,13
22279,2392,francisco de la camara,PER,32,36
22280,2393,pedro lopes maldonado,PER,0,3
22281,2393,arcos de la frontera,LOC,8,12
22282,2393,diego de canpos,PER,24,27
22283,2393,seuilla,LOC,34,35
22284,2393,la madalena,LOC,36,38
22285,2393,150 ducados,MON,38,40
22286,2393,quinze reales de plata,MON,42,46
22287,2394,Diego de Campos,PER,13,16
22288,2395,goncalo de canpos,PER,0,3
22289,2395,seuilla,LOC,9,10
22290,2395,collacion de san pedro,LOC,12,16
22291,2395,hernando de porras,PER,22,25
22292,2395,150 ducados,MON,25,27
22293,2395,josephe de abreu,LOC,43,46
22294,2395,andres de gueuara,PER,49,52
22295,2395,300 ducados,MON,64,66
22296,2395,xpisti deste año,DATE,96,99
22297,2396,gonsalo de canpos,PER,0,3
22298,2396,francisco fernandez de llera,PER,5,9
22299,2396,diego de esquibel,PER,10,13
22300,2396,seuilla,LOC,17,18
22301,2396,hernando de jaen,PER,23,26
22302,2396,99.730 marauedis,MON,54,56
22303,2396,500 ducados,MON,64,66
22304,2397,alonso cano,PER,0,2
22305,2397,san lorenzo,LOC,6,8
22306,2397,jorge de la peña,PER,13,17
22307,2397,yglessia de san juan de la palma,ORG,20,27
22308,2397,luis ortiz de bargas,PER,35,39
22309,2397,colegio de san alberto,ORG,64,68
22310,2397,fin de agosto deste año,DATE,72,77
22311,2397,600 ducados,MON,80,82
22312,2397,luis ortiz de bargas,PER,140,144
22313,2398,alonso cano,PER,0,2
22314,2398,san lorenzo,LOC,6,8
22315,2398,pedro corneue,PER,17,19
22316,2398,672 rreales,MON,22,24
22317,2398,42 rreales,MON,37,39
22318,2398,fin del mes de julio deste año,DATE,45,52
22319,2399,alonso cano,PER,0,2
22320,2399,san lorenzo,LOC,8,10
22321,2399,yaques berbuet,PER,16,18
22322,2399,800 rreales,MON,19,21
22323,2399,mill rreales,MON,25,27
22324,2400,alonso cano,PER,0,2
22325,2400,san bicente,LOC,8,10
22326,2400,rrodrigo de almansa,PER,17,20
22327,2400,san salbador,LOC,22,24
22328,2400,jaque berbes,PER,38,40
22329,2401,juan bautista de uzeda,PER,13,17
22330,2401,ana maria de leon,PER,20,24
22331,2401,seuilla,LOC,31,32
22332,2401,collacion de santa marina,LOC,34,38
22333,2401,alonfo cano,PER,42,44
22334,2401,miguel cano,PER,50,52
22335,2401,mariana de almanza,PER,55,58
22336,2401,seuilla,LOC,62,63
22337,2401,triana,LOC,64,65
22338,2401,magdalena de uzeda,PER,89,92
22339,2401,leon,LOC,94,95
22340,2401,francisco,PER,191,192
22341,2401,3.930 rreales,MON,196,198
22342,2401,fin de junio del año 1632,DATE,203,209
22343,2401,33.933 rreales,MON,212,214
22344,2401,alonfo cano,PER,219,221
22345,2401,400 ducados,MON,238,240
22346,2402,alonso cano,PER,0,2
22347,2402,collacion de la madalena,LOC,13,17
22348,2402,madalena de uzeda,PER,22,25
22349,2402,juan bautista,PER,58,60
22350,2402,ana maria de leon,PER,64,68
22351,2402,23 de julio de 1631,DATE,80,85
22352,2402,3.930 rreales,MON,94,96
22353,2403,alonso cano,PER,0,2
22354,2403,maria madalena de uceda,PER,8,12
22355,2403,seuilla,LOC,16,17
22356,2403,collacion de la madalena,LOC,19,23
22357,2403,juan del castillo,PER,29,32
22358,2403,san juan de la palma,LOC,37,42
22359,2403,alonso cano,PER,61,63
22360,2403,collacion de san bizente,LOC,79,83
22361,2403,calle ancha de san bizente,LOC,92,97
22362,2403,calle de no moleras,LOC,110,114
22363,2403,Mendoza Rios,PER,118,120
22364,2403,Juan del Castillo,PER,130,133
22365,2404,alonso cano,PER,0,2
22366,2404,francisco de Çurbaran,PER,7,10
22367,2404,francisco de arche,PER,13,16
22368,2404,seuilla,LOC,19,20
22369,2404,xeres de la frontera,LOC,55,59
22370,2404,jossefe harce,PER,62,64
22371,2404,31 de otubre deste año,DATE,100,105
22372,2404,doscientos ducados,MON,110,112
22373,2404,300 rreales,MON,121,123
22374,2404,mill ducados,MON,176,178
22375,2404,tres mill ducados,MON,184,187
22376,2404,Jossephe de arce,PER,213,216
22377,2405,miguel cano,PER,0,2
22378,2405,pablo legot,PER,8,10
22379,2405,fabrica de san salbador,ORG,22,26
22380,2405,carmona,LOC,30,31
22381,2405,fabrica de san bartolome,ORG,34,38
22382,2405,santiago,LOC,42,43
22383,2406,miguel cano,PER,0,2
22384,2406,triana,LOC,6,7
22385,2406,luis benegas,PER,14,16
22386,2406,seis de junio deste año,DATE,19,24
22387,2406,yglesia de señor san julian,ORG,35,40
22388,2406,alonso sanchez,PER,55,57
22389,2406,alonso sanches,PER,87,89
22390,2407,domingo de carauallo,PER,0,3
22391,2407,collacion de san salbador,LOC,8,12
22392,2407,ysabel gomes de cabreros,PER,16,20
22393,2407,la madalena,LOC,22,24
22394,2407,monasterio del señor san antonio,ORG,44,49
22395,2407,juan de quesada,PER,54,57
22396,2407,ysabel gomes de cabreros,PER,258,262
22397,2407,juan de quesada,PER,263,266
22398,2407,mill rreales,MON,273,275
22399,2407,34.000 marauedis,MON,277,279
22400,2407,pedro de villanueva,PER,297,300
22401,2407,san salbador,LOC,305,307
22402,2408,domingo de caraballo,PER,0,3
22403,2408,seuilla,LOC,8,9
22404,2408,collacion de santa maria,LOC,11,15
22405,2408,fray gregorio de santillan,PER,18,22
22406,2408,horden de san francisco,ORG,24,28
22407,2408,santa teoloxia,LOC,30,32
22408,2408,colegio de san buenaventura,ORG,34,38
22409,2408,alonso rrodrigues,PER,40,42
22410,2408,calle puerco,LOC,44,46
22411,2409,domingo caraballo,PER,0,2
22412,2409,collacion de san miguel,LOC,9,13
22413,2409,pedro de los rrios,PER,17,21
22414,2409,288 rreales,MON,23,25
22415,2410,domingo de caraballo,PER,0,3
22416,2410,collacion de omnium santorum,LOC,8,12
22417,2410,juan riuero,PER,24,26
22418,2411,pablos de carmona,PER,0,3
22419,2411,seuilla,LOC,8,9
22420,2411,collacion de santa catalina,LOC,11,15
22421,2411,pedro garcia,PER,18,20
22422,2411,omnium santorum,LOC,25,27
22423,2411,domingo de san pedro,PER,39,43
22424,2411,juan lopez,PER,47,49
22425,2411,cofradia y hermandad del dulcisimo nonbre de maria nuestra señora,ORG,58,68
22426,2411,capilla de la carniceria mayor,LOC,73,78
22427,2411,pablos de carmona,PER,95,98
22428,2411,fernando al rededor,PER,200,203
22429,2411,insinias de nuestra señora y el cepillo,ORG,766,773
22430,2411,seuilla,LOC,897,898
22431,2411,miguel arcangel,PER,913,915
22432,2411,cruz de la pila,LOC,949,953
22433,2411,dia de pasqua de rresureccion deste año 1631,DATE,1083,1091
22434,2411,800 rreales,MON,1092,1094
22435,2411,200 rreales,MON,1098,1100
22436,2412,pablo de carmona,PER,0,3
22437,2412,san elifonso,LOC,7,9
22438,2412,diego de Villegas,PER,15,18
22439,2412,casa de la contratacion de las yndias,ORG,25,32
22440,2412,278 rreales,MON,33,35
22441,2412,Roque senteno,PER,80,82
22442,2413,Juan joseph del Carpio,PER,0,4
22443,2413,san Andres,LOC,11,13
22444,2413,Esteban Mexia de la Compañia de Jesus,PER,19,26
22445,2413,Colegio de San Luis,ORG,37,41
22446,2413,Sevilla,LOC,42,43
22447,2413,359 reales,MON,43,45
22448,2413,Cristobal Garcia,PER,51,53
22449,2413,Cristobal Garcia,PER,75,77
22450,2414,juan del castillo,PER,0,3
22451,2414,seuilla,LOC,9,10
22452,2414,collacion de san andres,LOC,12,16
22453,2414,francisco terron,PER,23,25
22454,2414,jorge de la peña,PER,46,50
22455,2414,santo oficio,ORG,53,55
22456,2414,melchor del pozo,PER,62,65
22457,2414,melchor del pozo,PER,89,92
22458,2414,colegio de san alberto,ORG,95,99
22459,2414,dos mill e quinientos rreales,MON,102,107
22460,2414,quinientos rreales,MON,111,113
22461,2414,dos mill rreales,MON,118,121
22462,2415,juan del castillo,PER,0,3
22463,2415,san juan de la palma,LOC,7,12
22464,2415,pablos legote,PER,18,20
22465,2415,antonio peres,PER,36,38
22466,2415,yglesia colegial de san salbador,ORG,51,56
22467,2415,antonio peres,PER,64,66
22468,2415,fernando de quesada,PER,76,79
22469,2415,antonio perez,PER,91,93
22470,2415,pablo legot,PER,103,105
22471,2416,juan del castillo,PER,0,3
22472,2416,san andres,LOC,9,11
22473,2416,jorge de la peña,PER,16,20
22474,2416,santo oficio de la ynquisicion,ORG,22,27
22475,2416,melchor del pozo,PER,30,33
22476,2416,colegio de san alberto,ORG,54,58
22477,2417,juan del castillo,PER,0,3
22478,2417,san andres,LOC,9,11
22479,2417,jorge de la peña,PER,20,24
22480,2417,melchor del pozo,PER,27,30
22481,2417,"2,500 rreales",MON,31,33
22482,2417,melchor del pozo,PER,46,49
22483,2417,colegio de san alberto,ORG,52,56
22484,2418,juan del castillo,PER,0,3
22485,2418,san juan de la palma,LOC,9,14
22486,2418,alonso cano,PER,19,21
22487,2418,la madalena,LOC,27,29
22488,2418,colegio de santa maria de montefion,ORG,36,42
22489,2418,orden de santo domingo,ORG,48,52
22490,2418,juan del castillo,PER,66,69
22491,2418,fin de julio deste año,DATE,141,146
22492,2418,nuebe mill rreales,MON,149,152
22493,2419,juan del castillo,PER,0,3
22494,2419,san juan de la palma,LOC,11,16
22495,2419,miguel cid,PER,19,21
22496,2419,colegio de san franciseo de paula,ORG,40,46
22497,2419,seuilla,LOC,49,50
22498,2419,calle de las palmas,LOC,52,56
22499,2419,miguel cid,PER,90,92
22500,2419,1.200 rreales,MON,147,149
22501,2419,400 rreales,MON,153,155
22502,2420,nicolas de ferrero,PER,0,3
22503,2420,andres correa,PER,4,6
22504,2420,Sevilla,LOC,10,11
22505,2420,santa maria la mayor,LOC,12,16
22506,2420,juan de arroyo,PER,24,27
22507,2420,alcala,LOC,35,36
22508,2420,juan de arroyo,PER,148,151
22509,2420,rrompimiento del gueco,LOC,163,166
22510,2420,mill rreales,MON,209,211
22511,2420,cien rreales,MON,221,223
22512,2420,quinze de agosto benidero deste año,DATE,238,244
22513,2421,nicolas ferrero,PER,0,2
22514,2421,andres correa,PER,3,5
22515,2421,seuilla,LOC,9,10
22516,2421,collacion de santa maria la mayor,LOC,12,18
22517,2421,juan de arroyo,PER,26,29
22518,2421,alcala,LOC,37,38
22519,2421,fernando afan,PER,39,41
22520,2421,rriuerra enriquez birrey,PER,42,45
