document,id
"SEBASTIÁN FAIX, maestro pintor, Santa María, en nombre y en voz de Pedro Anbachts mercader vecino de la ciudad de Amberes que he recibido y recibe de Juan de la Haya 7 sayas de tela de lena de Flandes de flores con diferentes colores, 19 noviembre 1653.",5388
"SEBASTIÁN FAZ, 9 reales ",5389
"Información. En 31 enero deste dicho año la dicha Da Francesca de Rojas para la dicha información presento por testigo a un hombre que se digo llamo SEBASTIÁN FAZ pintor de imaginería vecino desta dicha ciudad en la collación de Santa María en la calle de Placentines .. el susodicho dijo que conozco a la susodicha y al dicho Tomás López su marido de mas de 8 años [firmado Sebastián Faix].",5390
"SEBASTIÁN FAC, 4 reales ",5391
"SEBASTIÁN FAC, 8 reales ",5392
"SEVASTIAN FAS, 27 reales ",5393
"SEBASTIÁN FAS, 15 reales ",5394
"Sepan cuantos esta carta vieren como yo SEBASTIÁN FAX pintor de imaginería, vecino desta ciudad de Sevilla en la collación de Santa María otorgo y conozco que soy convenido y concertado con D. Albaro de Cazeres, vecino de la villa de Aracena, estante al presente en esta dicha ciudad como hermano que es de la Cofradía de la Animas de la dicha villa en tal manera que yo he de ser obligado como por esta presente carta me obligo de dar fecho y acabado en toda perfección un cuadro de pintura de oleo de las Benditas Animas del Purgatorio de 2 varas y media de alto poco menos y de 2 varas y una ochava de ancho poco más o menos según en la forma de que esta en la iglesia parroquial de Omnium Sanctórum desta dicha ciudad el cual tengo de hacer y dar acabado a su satisfacción y de maestros del dicho arte por el día de Santiago deste presente año de 1665 y el dicho Albaro de Cazeres me ha de dar y pagar por el dicho cuadro a toda costa 400 reales en moneda de vellón .. me ha dado en adelante 100 reales, 19 abril 1665.",5395
"Francisco de Peñaranda maestro tirado de oro vecino desta ciudad de Sevilla en la collación de Santa María otorgo y conozco que arriendo a SEBASTIÁN FAX, pintor de imaginería,, vecino desta ciudad unas casas que yo tengo que son en ella en la calle de Placentines las cuales les arriendo por tiempo de 2 años, en precio cada mes de 8 ducados y medio, Tomás López de Haro, como su fiador, 5 mayo 1666.",5396
"Arcediano Alonso Ramírez de Arellano, canónigo, aprecio de bienes, Antonio Ramos, maestro de hacer paños las tapicerías, SEBASTIÁN FAX, maestro de la arte de la pintura, aprecio toda la pintura, 6 agosto 1666.",5397
"En el nombre de Dios Amen. Sepan cuantos esta carta vieren como yo SEBASTIÁN FAX maestro pintor de imaginería vecino desta dicha ciudad en la collación de Santa María hijo legítimo de Juan Fax y de Isabel Colarte mis padres difuntos que Dios haya naturales que fueron y yo lo soy de la ciudad de Amberes en el ducado de Brabancia estando enfermo de cuerpo y sano en voluntad .. hago y otorgo este mi testamento en la forma y manera siguiente:
    Primeramente mando y encomiendo mi anima a Dios Nuestro Señor.. que mi cuerpo sea sepultado en la dicha Sagrario de la dicha Santa Iglesia de esta dicha ciudad .. se diga por por mi anima la misa de réquiem de cuerpo presente.
    ítem mando se digan por mi anima y de mis padres y difuntos 50 misas la cuarta parte de ellas en mi parroquia.
    ítem mando a las Mandas Pías de esta dicha ciudad 4 maravedíes de limosnas a cada uno por una vez.
    ítem declaro que no me debo Tomás López de Haro mercader de libros vecino desta dicha ciudad cantidad alguna de dinero no otra cosa de las partidas y cantidades por cuanto de todo ello no habernos ajustado de cuantas y no me debe cosa alguna hasta el dia de hoy antes yo le soy deudor al dicho Tomás López de Haro de un cuento y 6 pesos de a 8 reales de plata poco más o menos, quiero se le paguen de mis bienes.
    declaro que cuando case de legítimo matrimonio con Da María Pérez mi legítima mujer trajo la susodicha a mi poder en bienes alhajas y otras cosas hasta 50 pesos de a 8 reales de plata de que no le hice carta de dote.
    Item mando que se den de mis bienes a Isabel Petronila doncella, mi entenada, hija legítima de Da María Pérez y de Francisco González, su primer marido difunto, 500 reales de moneda de vellón por una vez para ayuda a tomar estado
    para pagar y cumplir este mi testamento y lo en el contenido dejo y nombro por mis albaceas a los dichos Da María Pérez mi legítima mujer y a Tomás López vecino desta dicha ciudad .. dejo y nombro por mi universal heredero a Antonio Miguel Fax mi hijo legítimo y de Susana Sáenz mi primera mujer difunta que al presente el dicho mi hijo esta en los Reinos del Perú y quiero que todo el dicho remanente en el interim que el dicho mi hijo no venga a España lo recoge y entre en poder del dicho Tomás López de Haro ..si el dicho mi hijo fuere muerto al tiempo de mi fallecimiento dejo por mi universal heredero en su lugar a la dicha Da María Pérez mi esposa .. y no nombro por mi heredero a el padre fray Félix de Amberes mi hijo legítimo y de la dicha Susana Sáenz por ser religioso profeso en el convento de Capuchinos de la Merced de Marchena.
    Hecho en Sevilla en 6 junio 1669 estando en las casas de la morada del dicho otorgante el cual dijo que aunque sabe escribir no puede firmar por la gravedad de su enfermedad.",5398
"19 junio 1669, este día SEBASTIÁN FAS, pintor, en calle de Francos, marido de Da María Pérez, entierrase en el sagrario, testó ante Ambrosio Díaz, albacea su mujer.",5399
"Da Paula de Mesa viuda de Alonso de Fuente arriendo a ANTONIO FAJARDO maestro del arte de la pintura, San Salvador, unas casas, San Bartolomé calle del Naranja, un año, 50 reales, Tomás de León, maestro ensamblador su fiador, 28 mayo 1680.",5400
"Manuel Simoins de nación Portugués como padre de Manuel Ferrera mi hijo de edad de 20 años .. le pongo por aprender el arte de la pintura con ANTONIO FAJARDO maestro del dicho arte .. 2 años y medio, 5 mayo 1683.",5401
"Da Juana Ponce viuda de --de Vega .. 18 ducados que esta debiendo ANTONIO FAJARDO, maestro pintor, de la renta de las casas en que vivió en San Ildefonso, 17 abril 1686.",5402
"En la ciudad de Sevilla en 8 mayo 1664 para ante el señor teniente D. Juan Carlos y Sanz y ante mi Bernardo García escribano público de Sevilla y testigos yuso escritos pareció Juan del Pino que así se nombro y ser de edad de 18 años hijo de Esteban del Pino difunto y de Magdalena Fraile su mujer natural de la ciudad de Guardia en el Reino de Galicia .. y dijo que el quiere de aprender el oficio de pintor de imaginería .. lo ponía y puso aprender del dicho oficio de pintor de imaginería D. JUAN FAJARDO maestro del dicho oficio .. por tiempo y espacio de 4 años.",5403
"Sépase como yo Da Ana Francesca Muñoz mujer legítima de JUAN FAJARDO maestro pintor de imaginería al oleo vecina con el dicho mi marido en esta ciudad de Sevilla en la collación de Omnium Sanctórum .. otorgo y conozco que doy todo mi poder.. al dicho mi marido para que en mi nombre y como yo mismo pueda vender 2 arañadas y cuarta de vinos que tengo por bienes mios, 24 mayo 1664.",5404
"Sepan cuantos esta carta vieren como yo Bernabé de Salazar vecino desta ciudad de Sevilla como padre y legítimo administrador que soy de la persona y bienes de Luis de Salazar mi hijo de edad de 14 años .. otorgo y conozco que pongo a el dicho mi hijo por aprender del oficio de pintor de imaginería con JUAN FAJARDO maestro del dicho oficio vecino desta ciudad por tiempo y espacio de 28 meses, 14 julio 1664.",5405
"Sépase como nos JUAN FAJARDO, maestro pintor de imaginería, y Da Ana Francesca Muñoz su legítima mujer vecinos desta ciudad de Sevilla en la collación de Omnium Sanctórum .. otorgamos y conocemos que habernos recibidos de Luisa de Vega viuda .. 230 reales de vellón, 2 agosto 1664",5406
"Da María de Chances, arrendamiento, JUAN FAJARDO, maestro pintor, su fiador, 23 mayo 1665.",5407
"FRANCISCO MARTÍNEZ DE ARANDA .. de edad de 15 años .. hijo legítimo de Diego de Aranda difunto y de Catalina Martínez .. me pongo a entra en servicio por aprendiz con JUAN FAJARDO pintor de imaginería que vive en la calle ancha de la Feria por 4 años, 23 diciembre 1665.",5408
"Sepan cuantos esta carta vieren como nos JUAN FAJARDO, maestro pintor de imaginería, y Da Francesca Camunos Delgado su legítima mujer, collación de Omnium Santorum, otorgamos y conocemos que debemos y nos obligamos de dar y pagar a D. Juan de Olea, collación de San Lorenzo, 2,350 reales de vellón, ALONSO PÉREZ como su fiador, 4 marzo 1666.",5409
"JUAN FAJARDO ",5410
"JUAN FAJARDO, maestro pintor, Omnium Sanctórum, como marido y conjunto persona que soy de Da Ana Francesca Muñoz .. doy carta de pago a Francisco Gutiérrez .. como mayordomo que es de la fabrica de Señor San Pedro .. administrador del patronato y obras pías que fundo el jurado Pedro de Santiago de 40 ducados en moneda de vellón por uno de los dotes del dicho patronato, 18 enero 1667.",5411
"Cofradía del Santísimo Sacramento, iglesia de Omnium Sanctórum, JUAN FAJARDO cofrade, 31 marzo 1667.",5412
"Alonso de Heredia, arrendamiento, JUAN FAJARDO, maestro pintor de imaginería, calle ancha de la Feria, Omnium Sanctórum, como fiador, 12 mayo 1667.",5413
"ALONSO PÉREZ, maestro pintor, otorgo y conozco que cancelo y doy por ninguna .. la escriptura de obligación que en mi favor otorgo JUAN FAJARDO, maestro pintor, como principal y Melchor López, maestro batihoja, como su fiador.. de me entregar 200 lienzos de pintura al plazo que lo contiene la escriptura de coligación que paso ante el presente escribano público en 27 de mayo de 1664 y concertó que la razón desta cancelación se ajote a su recibo y dello se de testimonio por cuanto el dicho me doy por entregado a mi voluntad y en razón del recibo, 4 marzo 1668.",5414
"Sépase como yo ALONSO PÉREZ [DE HERRERA] hijo de ALONSO PÉREZ [DE HERRERA] difunto y de Da Catalina de Udobro difunta .. otorgo y conozco que me pongo para aprender al pintura de imaginería al oleo con JUAN FAJARDO maestro del dicho oficio .. por tiempo de 3 años, 25 agosto 1670.",5415
"Andrés de Alvarado de edad de 14 años natural de la villa de Utrera .. hijo de Andrés Ruiz de Alvarado difunto .. me pongo por aprendiz de pintor de imaginería con JUAN FAJARDO maestro del dicho arte por tiempo de 5 años, 12 mayo 1672.",5416
"JUAN FAJARDO, 10.5 reales ",5417
"Agustín Berdugo, maestro dorador de fuego, como padre de JUAN ANTONIO VERDUGO mi hijo de edad de 17 años .. lo pongo por aprendiz de pintor de imaginería con JUAN FAJARDO maestro del dicho arte, por tiempo de 38 meses, 9 septiembre 1672.",5418
"Amaro Rodríguez, collación de San Gil, como padre de Juan Rodríguez mi hijo de edad de 19 años otorgo y conozco que le pongo por aprendiz de pintor de imaginería con JUAN FAJARDO maestro del dicho arte collación de San Martín por tiempo de año y medio, 18 abril 1673.",5419
"Francisco Sánchez Pizarra del arte de la seda, collación de Omnium Sanctórum, como padre legítimo de DIEGO AMBROSIO mi hijo de edad de 14 años .. otorgo y conozco que le pongo por aprendiz de pintor de imaginería con JUAN FAJARDO maestro del dicho arte .. por tiempo de 5 años, 16 julio 1674.",5420
"Da Juana María Tamaro, arriendo a Luis Antonio Fajardo, una casa de morada, en la Cruz de la Parra, en que el susodicho al presente vive, un año, 467 reales, JUAN FAJARDO, maestro pintor, Omnium Sanctórum, su fiador, 28 junio 1675.",5421
"Administración de casas. Antonio Blaceo Jiménez otorgo en favor de JUAN FAJARDO, maestro pintor, collación de Omnium Sanctórum, calle de Coloreado dicen la Pena, 20 junio 1676.",5422
"JUAN FAJARDO, maestro pintor de imaginería, collación de Omnium Sanctórum y Ignacio Lucero, maestro cerero, en la dicha collación, otorgamos y conocemos en favor de los señores beneficiados del la Santa Iglesia desta ciudad y decimos que por cuanto los dichos beneficiados arrendaron a FRANCISCO MUÑOZ, maestro ensamblador, traspaso de 2 casas, en la dicha collación en la calle ancha de la Feria que son juntos a otra del número uno, 11,500 maravedíes y 46 gallinas en cada un año, 1 octubre 1676.",5423
"JUAN FAJARDO, hermano de la Cofradía del Santísimo Sacramento y Animas de Purgatorio de la iglesia parroquial de Señor San Vicente, 12 diciembre 1676 [poder].",5424
"JUAN FAJARDO, maestro pintor de imaginería, collación de Omnium Sanctórum, como principal obligado y yo BARTOLOME RUIZ CÉSAR, maestro del dicho arte, collación de San Martín como fiador.. nos obligamos de pagar a Da Catalina de Jesús viuda de Alonso Resio .. 2,064 reales de moneda de vellón, 14 mayo 1677.",5425
"JUAN FAJARDO, maestro pintor, collación de Omnium Sanctórum, otorgo en favor de la Condesa de Casapalma y las Posadas poseedora del mayorazgo que llaman de Mejino y digo que yo poseo unas viñas en que hay 4 aranzada de tierra en termino de la villa de Espartinas linde con tierras del dicho mayorazgo .. declaro están debiendo 194 reales de diciembre de año pasado de 1671, 13 septiembre 1677.",5426
"Testamento. Francisco Díaz Fajardo, JUAN FAJARDO testigo, 22 diciembre 1678.",5427
"JUAN FAJARDO, maestro pintor de imaginería, arriendo a DOMINGO ANTONIO BEJARANO, una casa collación de Omniumn Sanctórum en la Cruz Verde, 10 meses en precio de 6 ducados, 29 agosto 1679.",5428
"Francisco de Nievos, de nación Francés, oficio de caldero, collación de Omnium Sanctórum, Testamento. ítem declaro que me debe JUAN FAJARDO maestro pintor en fin deste presente mes 82 reales y también me debe la renta de mayo y junio de la casa en que vive.",5429
"JUAN FAJARDO, maestro pintor de imaginería, doy mi poder a Bartolomé Barrasa como tutor de los menores hijos de Alonso Recio y de Da Catalina de Joseph su mujer.. para que en mi nombre .. pueda administrar una casa que tengo de por vidas .. en la Cruz Verde, collación de Omnium Sanctórum, 4 julio 1680.",5430
"JUAN FAJARDO, maestro pintor, collación de Omnium Sanctórum y Juan de Bobadillo maestro pasamanos, San Gil, otorgamos que recibimos en arrendamiento de Miguel de Armenta, maestro ensamblador, Omnium Sanctórum, una casa, San Martín, un año, 48 reales, 12 mayo 1682.",5431
"NICOLÁS FAJARDO, dorador, hijo legítimo de Antonio Fajardo y Da Francisca del Real su mujer difuntos vecinos de la ciudad de Sevilla en la collación del Salvador otorgo y conozco en favor de Da Juana Delgado doncella hija legitima de Andrés Delgado y Da Isabel Méndez difuntos residente en casa y compañía de Da Ana Delgado su hermana mujer de FERNANDO MÁRQUEZ maestro pintor en calle de Sierpes .. 9,430 reales .. dote .. 2 mayo 1671.",5432
"Miguel López de Echabura arriendo a NICOLÁS FAJARDO, maestro dorador, una casa, Magdalena a las espaldas del altar mayor, un año, 30 reales, FERNANDO MÁRQUEZ JOYA, maestro pintor, vecino desta ciudad en las gradas, como su fiador, 29 abril 1672.",5433
"Da Manuela María mujer legítima de Alonso de Arguela .. su marido he sido muchos años ausente en los Reinos de las Indias .. y tiene un hijo llamado Miguel de Arguela de 13 años .. aprender oficio de dorador con NICOLÁS FAJARDO, calle Manteras, 6 años .. 9 mayo 1672.",5434
"Francisco Antonio Ribera, maestro ensamblador, arrendamiento, NICOLÁS FAJARDO, maestro dorador y estofador, Santa Marina, su fiador, 18 mayo 1672.",5435
"CIPRIANO DE MONTOYA y Da Ana de Mendoza su legítima mujer .. traspaso a NICOLÁS FAJARDO, maestro dorado y estofador, unas casas, parroquia de la Magdalena, en precio de 620 reales, un año, 17 febrero 1674.",5436
"Francisco López García vecino desta ciudad de Sevilla y María Serrero de Mano, collación de Santa María, otorgo y conozco en favor de FERNANDO MÁRQUEZ, pintor de imaginería desta dicha collación, de unas casas en la collación de Santa María en la calle de Placentinos pasa de la calle que va a la Horno de las Brujas la tercera de derecho .. 14,000 maravedíes y 56 gallinas .. traspaso de casas .. Juan López platero de oro y NICOLÁS FAJARDO, maestro dorador y estofador, collación de la Magdalena, como sus fiadores, 30 marzo 1677.",5437
"Fray Antonio de Nuestra Señora del Carmen procurador del convento de Nuestro Señor San Joseph .. arriendo a LUIS NIETO, maestro dorador, San Martín, unas casas en que el susodicho vive en el sitio que dicen la Passaderas, 11 meses y medio, 7 ducados, NICOLÁS FAJARDO, maestro dorador, Magdalena en la Plaza de San Pablo, fiador, 8 agosto 1678.",5438
"NICOLÁS FAJARDO, maestro dorador, Magdalena, me obligo a pagar a Melchor de Vega .. 2,644 reales de vellón, 2 mayo 1680.",5439
"LUIS NIETO, maestro dorador y estofador, San Salvador, traspaso de un colmenar con su casa y pozo en la villa de La Rinconada a NICOLÁS FAJARDO, 9 octubre 1682.",5440
"ALONSO PÉREZ, maestro del arte de la pintura, San Martín, doy mi poder .. a NICOLÁS FAJARDO, agente de negocios, generalmente, 6 mayo 1689.",5441
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, maestro pintor de imaginería a el oleo, vecino de Sevilla, como marido y conjunta persona que soy de Da Antonia de Morillas mi mujer, otorgo y conozco que doy todo mi poder.. al sindico que es o fuere del novicio y convento de San Francisco de la ciudad de Medina Sidonia especialmente .. pueda .. cobrar de Fernando Jiménez Begaro, 5 julio 1647.",5442
"En 27 julio 1649 yo el doctor D. Luis de Ayllan cura del sagrario .. despose por palabras de presente que hicieron verdadero y legítimo matrimonio a ALONSO FAJARDO viudo de Antonia de Morilla juntamente con Da Jacinta de Montes viuda de Melchor Gutiérrez, siendo testigos FRANCISCO LÓPEZ CARO y Antonio de -- vecinos desta ciudad.",5443
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, maestro pintor de imaginería, vecino desta ciudad de Sevilla en la collación de Santa María como padre legítimo administrador que soy de la persona y bienes de Vicenta María de edad de 11 años mi hija legítima y de Da Antonia de Morillas mi legítima mujer su madre difunta .. otorgo y conozco que doy todo mi poder.. al licenciado Domingo Obila [asunto de bienes de Da Antonia en Medina Sidonia], 30 enero 1651. ",5444
"D. Luis Enriquez Llanos .. arriendo a ALONSO FAJARDO .. unas casas en que al presente vive en frente de la Puerta del Arenal, un año, - reales, 10 noviembre 1653.",5445
"Sepan cuantos esta carta vieren como yo Juan La Guillon, mercader flamenco, vecino desta ciudad de Sevilla, otorgo y conozco que doy carta de pago a Juan Bautista de Manzanilla, mercader de lencería, de 10,501 reales, 8 julio 1655, siendo testigo, ALONSO FAJARDO, vecino de Sevilla.",5446
"En 29 septiembre 1659 yo el doctor D. Simón de Lasas arceprete dignidad de la iglesia colegial de Baeza y cura del sagrario de la Santa Iglesia de Sevilla .. despose por palabras de presente que hicieron verdadero y legitimo matrimonio a CARLOS DE ZARATE vecino desta ciudad hijo de D. Francisco de Zarate y Sandoval y Da Marina Beatriz Jiménez con Da Vicenta María Fajardo vecina desta ciudad hija de ALFONSO FAJARDO y Da Antonia Bravo de Morilla, fueron testigos ALFONSO FAJARDO, Luis Antonio,Da Juana Pardo.",5447
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, maestro pintor de imaginería, vecino desta ciudad de Sevilla en la collación de Santa María, como marido y conjunta persona que fue de Da Antonia de Morillas difunta y como padre y legitima administrador que soy de Da Vicenta María Fajardo doncella mi hija y de Da Antonia de Morillas mi mujer otorgo y conozco que doy mi poder cumplido a Francisco Esteban Benitez procurador y vecino de la ciudad de Medina Sidonia especialmente para que en mi nombre .. pueda pedir recibir y cobrar de Pedro Rodríguez de la Natera .. 1,200 reales de vellón .. que se me esta debiendo de los 2,400 reales que lo monto una de las dotes de la dicha Da Antonia de Morillas, 9 noviembre 1655.",5448
"Sepan cuantos esta carta vieren como yo Juan de Cuentana vecino desta ciudad de Sevilla otorgo y conozco que arriendo a ALONSO FAJARDO maestro pintor vecino desta dicha ciudad un cuarto de casa y tienda que yo tengo en esta dicha ciudad en la calle de Genova que es la primera de las casas junto a la Puerta de la Alcaicería, por tiempo de un año, por precio de 8 ducados cada mes, 19 mayo 1656.",5449
"En la ciudad de Sevilla en 16 junio 1656 ante mi Jerónimo de Guevara escribano público y testigos yuso escritos pareció ALONSO FAJARDO hijo legítimo de JUAN FAJARDO y de Da María de Cartagena su mujer difuntos vecinos desta ciudad de Sevilla en la collación de Santa María que es un hombre de buen cuerpo entrecano con una señal de palotica detrás de la oreja izquierda de edad de 45 años poco más o menos y digo que lo susodichos oficial examinado del arte de pintar de imaginería al oleo y dorador de mate y que lo examinaron JUAN CHAMORRO y MANUEL DE AGUILAR maestros del dicho arte alcaldes examinadores del en esta dicha ciudad y JUAN DE BARREDA y JUAN FERNÁNDEZ DE GALAS maestros de los dichos artes sus acompañados, obligo por su fiador D. JOSEPH FALON oficial del dicho arte en la collación de Santa María.",5450
"Inventario de la mujer de ALONSO FAJARDO.",5451
"En el nombre de Dios amen. Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, maestro pintor de imaginería, vecino desta ciudad de Sevilla, en la collación de Santa María, otorgo y conozco en favor de CARLOS DE ZARATE, maestro pintor de imaginería, hijo legítimo de D. Francisco de Zarate y de Da Marina Beatriz Jimenez vecinos desta dicha ciudad y dijo que por cuanto mediante el favor de Dios Nuestro Señor .. casar legitimante .. con Da María Fajardo doncella mi hija legítima y de Da Antonia de Morilla mi mujer difunta que Dios aya y por que el dicho casamiento .. entrego al dicho CARLOS DE ZARATE por bienes dote y caudal .. de la dicha mi hija .. que se contienen en las particulares siguientes:
    Primeramente un vestido del camelote de seda de León en 480 reales
    ítem un tapapiés de tafetán carmesí con su su franja de plata en 444 reales
    ítem una pollera de chamelote celeste con su franja de plata de 360 reales
    ítem 3 camisas en 144 reales
    ítem un manto de torcidíllo en 168 reales
    3 pares de enaguas con sus puntas bata jundas en 144 reales
    una medias de seda en 36 reales
    ítem una arca de cedro en 48 reales
    ítem una ropa de chamelote negro en 60 reales
    ítem 200 pesos de a 8 reales de plata contados a razón de la pragmática de su Majestad montan 2,400 reales
    fecha la carta en Sevilla en 29 septiembre 1659.",5452
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO vecino desta dicha ciudad en la calle de Génova como administrador que soy de los bienes que quedaron por fin y muerte de Antonio Fajardo mi hermano y Da Josepha María de Figueroa su mujer [22 octubre 1661] otorgo y conozco que he recibido de Joseph Romero .. calle Catalanes .. 60 ducados de a 11 reales cada uno en vellón que son por la renta de 6 meses, 16 diciembre 1661.",5453
"Sepan cuantos esta carta vieren como yo D. Alonso Serrano presbítero vecino desta ciudad de Sevilla en la collación de Santa María otorgo y conozco que arriendo a ALONSO FAJARDO, pintor de imaginería, unas casas, que son en esta dicha ciudad en la dicha collación en la calle de Génova, desde primero día del mes de julio hasta fin del mes de diciembre deste presente año, en precio de 300 reales de vellón, 13 junio 1662.",5454
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, maestro pintor de imaginería, vecino desta ciudad en la collación de Santa María en la calle de Génova, como tutor y curador que soy de los personas y bienes de los menores mis sobrinos hijos legítimos de Antonio Fajardo mi hermano y de Da Josepha María su mujer legitima difuntos .. otorgo y conozco que he recibido y recibe de Josephe Ramírez .. calle de Catalanes 660 reales en moneda de vellón que son por renta de medio año de las casas en que vive en la dicha calle de Catalanes, 7 julio 1662.",5455
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, maestro pintor, vecino desta ciudad de Sevilla en la calle de Génova en mi nombre y en voz y como tutor y curador otorgo y conozco que soy de los menores mis sobrinos hijos legítimos de Antonio Fajardo mi hermano y de Da Josepha María su mujer legítima difuntos .. he recibido y recibe de Pedro Palomino de Aguilar vecino desta dicha ciudad 16 ducados en moneda de vellón que son por la renta corrida de un tercio que se cumplió en fin del mes de octubre deste presente año, 13 noviembre 1662.",5456
"Sepan cuantos esta carta vieren como yo D. Francisco de Salas y Calderón en la collación de San Ildefonso como mayordomo que soy del convento del Dulce Nombre de Jesús desta dicha ciudad .. otorgo y conozco que doy a ALONSO FAJARDO, maestro pintor de imaginería, vecino desta ciudad, como tutor y curador que es de sus sobrinos hijos y herederos de Antonio Fajardo su hermano difunto que Dios haya de 1,588 reales de moneda de vellón que son de toda el arrienda corrida desde primero de septiembre de 1660 hasta fin de agosto deste presente año, 15 noviembre 1662.",5457
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, maestro pintor de imaginería, vecino desta ciudad de Sevilla en la calle de Génova en la collación de Santa María en mi nombre y en voz y como tutor y curador que soy de los menores mis sobrinos hijos legítimos de Antonio Fajardo mi hermano y de Da Josepha María su mujer legítima difuntos otorgo y conozco que doy carta de pago a Josephe Ramírez vecino desta dicha ciudad .. de 880 reales de vellón que son por la renta de dos tercias del año .. se cumplieron en fin del mes de febrero 1663 .. por la casa en que vive en la calle de Castelanes,16 noviembre 1662.",5458
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO pintor de imaginería vecino desta ciudad en la collación de Santa María como tutor y curador que soy de las personas y bienes de los menores mis sobrinos hijo legítimos y herederos de Antonio Fajardo mi hermano difunto .. otorgo y conozco que he recibido .. de Pedro Palomino de Aguilar vecino desta ciudad en la collación de Santa María ..16 ducados de a 11 reales cada uno en moneda de vellón que son por la corrida de las casas en que vive, 13 marzo 1663.",5459
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO pintor de imaginería vecino desta ciudad en la collación de Santa María como tutor y curador que soy de las personas y bienes de los menores mis sobrinos hijo legítimos y herederos de Antonio Fajardo mi hermano difunto .. otorgo y conozco que he recibido .. de Pedro Palomino de Aguilar vecino desta ciudad en la collación de Santa María en la resolana 16 ducados de a 11 reales cada uno en moneda de vellón que son por la corrida del tercio de las casas en que vive, 3 julio 1663.",5460
"ALONSO FAJARDO, poder como tutor, carta de pago a Joseph Romero, 88 ducados, 7 noviembre 1663.",5461
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO maestro pintor de imaginería vecino desta ciudad de Sevilla en la calle de Génova en la collación de Santa María en mí nombre y en voz y como tutor y curador que soy de los menores mis sobrinos hijos legítimos de Antonio Fajardo mi hermano y de Da Josepha María su mujer legítima difuntos otorgo y conozco que doy carta de pago a Josephe Ramírez vecino desta dicha ciudad .. de 880 reales de vellón que son por la renta de dos tercias del año .. por la casa en que vive en la calle de Castelanes, 7 noviembre 1663.",5462
"ALONSO FAJARDO, poder como tutor, 14 noviembre 1663.",5463
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO pintor de imaginería vecino desta ciudad en la collación de Santa María como tutor y curador que soy de las personas y bienes de los menores mis sobrinos hijo legítimos y herederos de Antonio Fajardo mi hermano difunto .. otorgo y conozco que he recibido .. de Pedro Palomino de Aguilar vecino desta ciudad en la collación de Santa María en la resolana 16 ducados de a 11 reales cada uno en moneda de vellón que son por la corrida del tercio de las casas en que vive, 6 diciembre 1663.",5464
"ALONSO FAJARDO, en la Resolana, collación del Salvador, testigo en expediente de monjas de Santa Paula contra los bienes de Cristóbal Fernández de Castillo [en 1646 fue fiador de Fernández de Castillo en su arrendamiento de casas].",5465
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, pintor de imaginería, vecino desta ciudad en la collación de Santa María como tutor y curador que soy de las personas y bienes de los menores mis sobrinos hijo legítimos y herederos de Antonio Fajardo mi hermano difunto otorgo y conozco que he recibido y recibe de Pedro Palomino de Aguilar vecino desta ciudad en la collación de Santa Maria en la resolana frontera del pasaje grande del Rió .. 16 ducados de a 11 reales cada uno en moneda de vellón que son por la corrida del tercio de las casas en que vive, 18 marzo 1664.",5466
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, pintor de imaginería, vecino desta ciudad en la collación de Santa María como tutor y curador que soy de las personas y bienes de los menores mis sobrinos hijo legítimos y herederos de Antonio Fajardo mi hermano difunto otorgo y conozco que he recibido y recibe de Joseph Ramírez vecino desta ciudad 440 reales en moneda de vellón que son por la corrida del tercio de las casas en que vive que son esta en la calle de Catalanes que las tiene en arrendamiento a precio de 10 ducados cada mes, 5 abril 1664.",5467
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, pintor de imaginería, vecino desta ciudad en la collación de Santa María como tutor y curador que soy de las personas y bienes de los menores mis sobrinos hijo legítimos y herederos de Antonio Fajardo mi hermano difunto otorgo y conozco que he recibido y recibe de Pedro Palomino de Aguilar vecino desta ciudad en la collación de Santa María en la resolana frontera del pasaje grande del Rió .. 32 ducados de a 11 reales cada uno en moneda de vellón que son por la corrida de dos tercios de las casas en que vive, 17 diciembre 1664,",5468
"Sepan cuantos esta carta vieren como yo ALONSO FAJARDO, pintor de imaginería, vecino desta ciudad en la collación de Santa María como tutor y curador que soy de las personas y bienes de los menores mis sobrinos hijo legítimos y herederos de Antonio Fajardo mi hermano difunto otorgo y conozco que he recibido y recibe de Pedro Palomino de Aguilar vecino desta ciudad en la collación de Santa María en la resolana frontera del pasaje grande del Rió .. 48 ducados de a 11 reales cada uno en moneda de vellón que son por la renta de una año, 28 febrero 1665.",5469
