,token,score,match
7206,Ello,89,tello
7207,eselentisimo,67,elisio
7208,entendiere,74,centenero
7209,personal,80,petrona
7210,rosado,100,rosado
7211,enpiefe,62,epelde
7212,puntada,73,unda
7213,acusado,77,aguado
7214,proseguire,74,arostegui
7215,cotonia,86,colonia
7216,encargafen,67,echauren
7217,dellas,91,della
7218,letor,80,cleto
7219,presto,91,preto
7220,dobletes,80,oblites
7221,muslo,89,muso
7222,Feliz,89,feli
7223,dize,86,diz
7224,dubda,80,ubeda
7225,laminitas,71,lamas
7226,repartiendolo,73,attendolo
7227,176,0,dessi
7228,beneficiada,78,benicia
7229,aya,86,raya
7230,viuimos,62,quiros
7231,diamantes,94,diamante
7232,patente,86,parente
7233,medina,100,medina
7234,cortarse,80,cortiñas
7235,azabache,71,abranches
7236,confiesso,75,coniedo
7237,atormenta,88,armenta
7238,famago,77,almagro
7239,niego,83,caniego
7240,sucedais,77,uceda
7241,sid,75,sidro
7242,condiçiones,74,condamine
7243,vltima,80,lima
7244,varo,80,varona
7245,350,0,dessi
7246,arquictetura,70,urquieta
7247,cornisas,86,cornas
7248,jutas,80,justa
7249,canbiando,82,carniado
7250,recibidas,71,ribas
7251,S,67,sa
7252,labrabas,80,labrada
7253,admitirme,71,mitre
7254,sofairo,73,saro
7255,Carmen,100,carmen
7256,Amarrado,80,parrado
7257,rrose,80,roose
7258,quytamos,67,quadros
7259,novias,91,novia
7260,calleja,77,caneja
7261,hechasde,80,echaide
7262,cerrajeros,78,herreros
7263,rregir,77,arregui
7264,pe,80,pes
7265,ello=,89,tello
7266,becinos,83,benos
7267,calafethee,78,calafate
7268,pasada,86,passadas
7269,pitipie,67,philippe
7270,ilegible,62,vigil
7271,llebaba,71,liebana
7272,declarede,75,velarde
7273,esgrafiar,71,serafina
7274,sobredichos,74,bendicho
7275,embarnar,71,marina
7276,autor,80,lator
7277,moderazion,75,orazio
7278,154,0,dessi
7279,Gestoso,71,nestosa
7280,estubie-,77,subrie
7281,rrenobaciones,70,recines
7282,barahuete,75,beruete
7283,qua,67,quibia
7284,asentaren,82,santaren
7285,meson,83,mienson
7286,sto,86,asto
7287,8,0,dessi
7288,recreciere,67,reciente
7289,serrano,100,serrano
7290,conzeder,77,conde
7291,bélico,73,bianco
7292,demonstration,70,straton
7293,suponemos,71,pontejos
7294,q,40,quer
7295,pudiefe,62,puente
7296,celebrar,71,ceslar
7297,nouiembre,67,imbrea
7298,abece,73,areche
7299,bolumen,92,blumen
7300,Compra,80,coma
7301,dej,80,de
7302,retenga,86,revenga
7303,exsaminadores,70,salvadores
7304,fuertemente,71,fuerte
7305,Ultramar,71,trastamar
7306,nauega,77,natuera
7307,ynclusa,71,nicuesa
7308,haciéndolo,67,attendolo
7309,tablada,100,tablada
7310,nuestra,77,mestra
7311,encontrar,71,conteras
7312,desimos,77,simoes
7313,ponellos,80,bonells
7314,zolado,83,olando
7315,enpefaron,67,patron
7316,Exchomo,71,bencomo
7317,exfaminados,71,fandos
7318,deshiziere,70,desmaissieres
7319,entendys,67,centeno
7320,monici,83,moncin
7321,obedezer,67,ober
7322,asistiré,71,sistero
7323,enves,83,geneves
7324,reconocia,75,reconco
7325,anuales,86,canales
7326,maciso,83,mancio
7327,AN,80,jan
7328,zufre,80,jufre
7329,Familiar,77,milia
7330,recorrer,71,correa
7331,aceptaron,71,ceron
7332,lienzo,83,liendo
7333,arrimandose,78,armando
7334,rreducidos,67,preciado
7335,asunzion,88,asuncion
7336,puentes,92,puente
7337,pertenefe,67,pernstein
7338,Cana,89,canga
7339,rresçibo,71,urresti
7340,nabidad,73,abad
7341,rl,80,rol
7342,tyene,67,ternero
7343,señora,89,sora
7344,ueco,75,luco
7345,Seraphico,88,serapio
7346,blanqueos,89,blanquero
7347,uirgen,73,urgel
7348,ues,75,egues
7349,celebrara,71,clara
7350,elejido,73,elio
7351,qalquier,75,pasquier
7352,Ochenta,77,cochet
7353,andamyos,80,candamo
7354,cue,75,cuneo
7355,asabache,71,basabe
7356,rasa,100,rasa
7357,Soledad.asimismo,54,sigismondo
7358,cuanta,83,cantal
7359,yllmo,73,ayllon
7360,pagarselos,75,agrelo
7361,cathecismo,67,cantelmo
7362,enbesagradas,70,barradas
7363,elijiere,67,riviere
7364,lisura,80,lira
7365,qualefquier,64,baldequiros
7366,pecado,100,pecado
7367,relunbrando,67,belando
7368,saber,83,sabater
7369,nefesaria,71,faria
7370,alegria,80,angleria
7371,encaxamentos,67,cantos
7372,asebtadas,71,passadas
7373,fijado,80,jado
7374,hendedura,67,chindurza
7375,tarjones,75,terrones
7376,morzillo,93,morillo
7377,adornarlos,71,fornaro
7378,ajustarlo,82,astarloa
7379,alva,100,alva
7380,tunica,77,tudanca
7381,hernandes,89,hernandez
7382,quatroyten,70,quarteroni
7383,enpeçadas,75,cernadas
7384,hordenchorintio,64,honorio
7385,oscureciendo,70,cerecedo
7386,ofresido,75,farnesio
7387,VMd,57,vada
7388,Ingeniero,75,veniero
7389,dandoçelo,71,angelo
7390,portamateo,75,portaña
7391,cometio,77,comino
7392,alquiler,80,aquiles
7393,acavarlo,77,carlo
7394,S.,67,sa
7395,vestiran,80,estrany
7396,rasgadas,75,passadas
7397,enplentadas,63,encalada
7398,clabo,89,cabo
7399,vala/-Andres,78,andresa
7400,nefefidad,62,nebreda
7401,rrematara,71,mañara
7402,consigne,75,considyn
7403,uniendose,75,quindos
7404,francamente,76,bracamonte
7405,realesyten,67,celestre
7406,siriales,80,criales
7407,salgan,91,sagan
7408,avisar,80,viar
7409,martirios,80,martos
7410,debuxados,71,boxadors
7411,ausencia,82,plasencia
7412,cerrajero,80,cerero
7413,esy,67,pes
7414,yMaría,80,marta
7415,dencargarme,63,decraene
7416,monseles,77,moles
7417,acaretos,80,carreto
7418,pintaremos,71,pilares
7419,rrepartimyento,61,sarmiento
7420,acomodallos,84,codallos
7421,rubricado)E,67,ferrado
7422,xuicio,73,mucio
7423,aprendizes,71,paredes
7424,oficio--,80,ocio
7425,enpedrado,71,temprado
7426,axuar,80,aguar
7427,guarnicero,84,carnicero
7428,mesclas,83,mesas
7429,trascolunas,70,berascola
7430,prosiguieron,74,rosuero
7431,deuota,77,delorta
7432,otorgando,80,otondo
7433,casamiento,84,sarmiento
7434,camaras,93,camarasa
7435,conprenden,71,cornide
7436,pueda,83,pruneda
7437,aos,86,baños
7438,Cuerpo,91,cuero
7439,como,80,comino
7440,uestidos,71,justis
7441,Conosco,77,donoso
7442,frontispicyo,67,francisco
7443,738,0,dessi
7444,obligation,78,obligado
7445,chapara,86,caprara
7446,responso,71,espeso
7447,probisores,67,bores
7448,entierre,77,terre
7449,bisente,71,benitez
7450,rressaltas,67,ressa
7451,pagas,80,pagan
7452,concediese,67,cordeses
7453,arriva,91,arria
7454,arçouispo,67,arguijo
7455,interviene,78,interian
7456,podades,71,pujades
7457,eclesiaticos,70,escolastico
7458,goze,75,goes
7459,fantissimo,74,santisima
7460,aluañileria,78,aguilera
7461,coteje,80,cote
7462,ubiefen,67,lubie
7463,lasgrandes,75,grande
7464,alanzon,92,lanzon
7465,limite,73,mitre
7466,preffente,75,parente
7467,prinfipio,70,purificacio
7468,haches,73,hacho
7469,conformado,82,conrado
7470,encubre,67,echauren
7471,atitudes,75,artigues
7472,belo,89,bello
7473,ssantissima,90,santisima
7474,serones,80,terrones
7475,requiera,80,requena
7476,posesdor,75,pescador
7477,saueis,73,suris
7478,trauazon,75,tarazona
7479,Licencia,75,valencia
7480,ezeto,73,mezeta
7481,uisagras,77,sagra
7482,siguientesen,67,cifuentes
7483,juraba,83,jureba
7484,rodea,91,rodera
7485,canpos,83,cantos
7486,soror,89,soro
7487,examina,73,mina
7488,patrona,92,patron
7489,largas,83,bargas
7490,declarasen,78,decraene
7491,198,0,dessi
7492,pabda,80,padua
7493,frontespiçio,74,farnesio
7494,bedicion,80,benicio
7495,parescieron,78,parcero
7496,cualesqer,67,clasqueri
7497,contrato,80,conrado
7498,padre.asimismo,58,sigismondo
7499,rruffina,71,rufino
7500,Viernes,77,verdes
7501,conforrme,71,conforto
7502,.--geronimo,100,geronimo
7503,encierra,80,becerra
7504,aseptaron,75,castañon
7505,librando,86,ibando
7506,aseguro,80,segurola
7507,continuando,74,montiano
7508,vzas,75,veas
7509,vere,89,verde
7510,encornifamentos,64,sacramento
7511,suelte,83,suelto
7512,justisia,88,justicia
7513,ffrayles,77,fraye
7514,anteado,77,anadon
7515,Puga,100,puga
7516,ffantissimo,70,santisima
7517,buffetillo,78,bustillo
7518,enseñeis,73,enis
7519,edifique,67,enrique
7520,ahondar,77,hondal
7521,abonador,75,contador
7522,caxeta,83,careta
7523,padaja,83,paraja
7524,lapadarios,75,larios
7525,pagandoos,71,pagan
7526,opositores,74,apostoles
7527,renunciado,78,preciado
7528,acavare,86,cavarte
7529,prometieron,71,romero
7530,hobra,80,horna
7531,acabemos,77,camos
7532,legatarios,78,olegario
7533,Esclavo,83,escaño
7534,ampolletas,71,amileta
7535,reyes,100,reyes
7536,reginchiendo,67,rudecindo
7537,guadamacilero,67,cuadrillero
7538,proveais,71,gravelais
7539,letero,80,eleuterio
7540,allrededor,78,valledor
7541,enbeder,73,eder
7542,dabados,73,bado
7543,beso.,89,bueso
7544,Tiago,80,diago
7545,bistossa,71,tossar
7546,biolante,80,volante
7547,dicir,80,iciar
7548,calix,89,alix
7549,ynteriores,75,yneres
7550,guarneciendo,70,guarinos
7551,ronpiere,71,bonnieres
7552,hordenar,80,ordeñana
7553,falen,80,falon
7554,vidro,80,viado
7555,Guevara,100,guevara
7556,yhesus,73,jesus
7557,escurcion,71,escatron
7558,congregacion,73,concepcion
7559,rrecibia,71,cibila
7560,pudiendolas,70,espindola
7561,benyr,73,bieyra
7562,62.332,17,ab-ach
7563,pedimosotrosi,67,mostaros
7564,Baños,100,baños
7565,demandaron,78,demandre
7566,quitalle,74,quintanilla
7567,cendalias,71,elias
7568,Cerrería,92,errera
7569,24,0,dessi
7570,pedamos,73,peñas
7571,escaçan,86,escarano
7572,gonçes,89,goes
7573,erede,80,verde
7574,mendosas,86,mendoça
7575,vno,86,veno
7576,morado,92,morgado
7577,solicite,71,silici
7578,balen,91,bailen
7579,rematarse,71,matas
7580,viexa,80,vieta
7581,benito,100,benito
7582,carnestollenda,73,cantolla
7583,uirgenes,77,irene
7584,dibujar,73,ibar
7585,Ministro,71,minuissir
7586,encarnassion,87,encarnacion
7587,enbisagrado,67,escardo
7588,requeria,82,lequerica
7589,deftejar,67,estepar
7590,testamentarios,67,prestamero
7591,historya,71,soraya
7592,rregolas,77,regla
7593,2375,0,dessi
7594,ussar,73,tossar
7595,ttrinidad,94,trinidad
7596,tapetas,73,peñas
7597,cazalla,100,cazalla
7598,tenerle,77,enrile
7599,cumplir,80,cumplido
7600,52,0,dessi
7601,yesero,77,meseron
7602,roscas,91,rosas
7603,Vidro,80,viado
7604,bentanas,75,betanzos
7605,recussados,67,preciado
7606,encargaren,74,echaurren
7607,estofaremos,74,nestares
7608,plaze,80,plaza
7609,andaluzia,82,sandalia
7610,Degolló,80,degollada
7611,argo,89,arago
7612,sierto,83,sibert
7613,servidor,94,servidori
7614,pletiles,80,pleytes
7615,Mejía,89,mejia
7616,ejercer,71,tercero
7617,semexansa,71,mensa
7618,conseder,77,conde
7619,rectitud,71,restituto
7620,rotochapiteles,60,roales
7621,suplicas,71,caupolica
7622,rreimundo,82,raimundo
7623,Religioso,75,reinoso
7624,cuydado,80,cuadrado
7625,sancas,86,simancas
7626,apagar,80,agar
7627,pareciendo,78,preciado
7628,acano,89,cano
7629,Espada,100,espada
7630,satisfarán,71,santaren
7631,muñecas,100,muñecas
7632,elisión,83,elisio
7633,velaciones,75,laines
7634,surtijas,77,suris
7635,mayorazgo,89,mayoralgo
7636,soltastes,75,solares
7637,estubiesen,67,estupiñan
7638,quisyere,71,quiers
7639,confiente,75,monente
7640,conferto,88,conforto
7641,Deque,80,duque
7642,guarniciones-,80,guarione
7643,moderar,77,madera
7644,rruchycler,62,archer
7645,sise,75,sese
7646,Fefura,80,eura
7647,officio,73,ocio
7648,sefenta,77,serena
7649,vendidos,77,nidos
7650,faltalle,75,bataller
7651,ciertas,77,rieras
7652,retartado,71,reart
7653,nynguna,71,yanguas
7654,considerar,74,consuegra
7655,vernis,80,enis
7656,pipotillo,82,portillo
7657,unicamente,71,vicente
7658,raydas,83,pradas
7659,maeftros,77,matos
7660,traiga,77,traggia
7661,navaja,92,navajas
7662,Encendida,78,echeandia
7663,quitaren,80,quitano
7664,sufodicho,59,custodio
7665,saldriais,75,salinas
7666,samblase,77,salas
7667,adquirieron,71,quirio
7668,cobrelo,83,obrel
7669,semovientes,74,eminente
7670,callejuela,74,aldehuela
7671,assentandola,70,castañola
7672,Revocado,77,recaño
7673,cocho,89,coco
7674,apretandola,76,bretandona
7675,Pichel,83,michel
7676,placer,83,llacer
7677,bruñyr,75,bru
7678,frente,83,fuente
7679,borre,83,borrego
7680,anafres,80,manjares
7681,insigne,77,seigne
7682,Clerigos,75,cervigon
7683,conservación,73,consolacion
7684,junio[1,73,juni
7685,hinchimiento,64,chinchetru
7686,exa,86,exea
7687,desenbarcadero,64,ezenarro
7688,asulexos,86,alexos
7689,,0,dessi
7690,pobres,83,porres
7691,parrochial,71,arroita
7692,escribanía,88,escriba
7693,concabidades,70,labiades
7694,guadalherza,73,guadalajara
7695,Varias,91,arias
7696,condenar,77,conde
7697,parados,92,parado
7698,tiara,80,targa
7699,frontera,82,frontaura
7700,choreado,80,conrado
7701,cavallo,93,carvallo
7702,diocesis,67,icis
7703,hordenanças,82,ordeñana
7704,Procurador,71,pecador
7705,gruñido,91,guido
7706,discargan,75,ciscara
7707,relaxacion,67,recio
7708,derechos,71,descos
7709,enluzidos,74,enguidanos
7710,estaba,91,estaña
7711,rrematta,71,urreta
7712,"227,694",15,ab-ach
7713,pagamos,77,alamos
7714,actua,89,acuña
7715,cunbre,73,cuneo
7716,resybieredes,67,bessieres
7717,auiendolos,74,attendolo
7718,uidas,80,judas
7719,excediese,71,mercedes
7720,llebarlo,71,lebron
7721,refebi,67,eusebi
7722,Campeador,80,amador
7723,principalmente,64,reciente
7724,Resucitado,78,preciado
7725,cayendo,86,caycedo
7726,cierre,83,pierre
7727,descendimiento,64,resendio
7728,ajuste,91,juste
7729,estera,92,testera
7730,requiriesen,80,requesens
7731,açanefa,73,arana
7732,expecialmente,67,reciente
7733,bienaventurada,85,buenaventura
7734,adornos,77,tornos
7735,compromete,75,compte
7736,reclamacion,73,encarnacion
7737,ynclinacion,73,anunciacion
7738,servicio,71,jerico
7739,relablo,77,rabelo
7740,localidad,71,foncalda
7741,hombres,92,hombre
7742,soltais,83,solis
7743,palia,80,pavia
7744,tallo,83,talledo
7745,rriua,80,urria
7746,barluenga,82,balbuena
7747,realenga,80,revenga
7748,Juebes,73,tebes
7749,euangelistas,87,evangelista
7750,28,0,dessi
7751,cueba,89,cuba
7752,apreciasemos,70,preciado
7753,alferez,71,alvarez
7754,meloncillo,78,morcillo
7755,lanzón,91,lanzon
7756,fruente,92,fuente
7757,Daniel,100,daniel
7758,cojin,73,colina
7759,anicleras,75,nicolas
7760,cabildos,80,casildo
7761,sutil,80,seuil
7762,abiades,93,labiades
7763,cantillo,100,cantillo
7764,solanbres,88,solares
7765,declaradas,75,cañadas
7766,jumetria,71,ajuria
7767,enrriquesiendo,70,rudesindo
7768,recuadramentos,67,sacramento
7769,beleta,92,belesta
7770,torales,86,morales
7771,estaremos,82,nestares
7772,decía,75,meca
7773,Nueva,100,nueva
7774,asipres,77,asprer
7775,tiento,80,tito
7776,beredas,77,pereda
7777,crespa,83,crespo]
7778,prespectiva,67,restivo
7779,aberles,86,amberes
7780,fantidad,67,ania
7781,pequeñito,75,sequeiro
7782,texedores,88,texedor
7783,hermofas,80,hermoso
7784,encapitelare,70,castelar
7785,chorint,77,christ
7786,adeuda,73,padua
7787,arquetas,86,arques
7788,colegio,80,olegario
7789,pitones,80,pontones
7790,pensar,73,penso
7791,recibiremos,67,riberos
7792,diminuycion,63,dominico
7793,abello,100,abello
7794,valiendo,86,liendo
7795,rredonda,93,redonda
7796,mirare,80,mira
7797,panes,100,panes
7798,hiciere,71,riviere
7799,tafafion,67,tamaron
7800,sigun,80,iguin
7801,exeder,80,eder
7802,demasya,77,damasa
7803,doncellas,80,doncel
7804,cinborrio,75,corriol
7805,escribe,86,escriba
7806,aliçares,92,liñares
7807,satisffechos,63,santiso
7808,enlençar,83,elena
7809,Mejino,83,megino
7810,professiones,63,recines
7811,deuo,86,deu
7812,boqueron,80,baquero
7813,Patronos,86,patron
7814,coletes,83,cotes
7815,nu,80,nuño
7816,llebo,80,lledo
7817,sanches,86,sanchis
7818,crusifixo,67,rufino
7819,"
    ",0,dessi
7820,beatilla,82,bezanilla
7821,disernio,71,sencio
7822,pusieremos,75,piñeres
7823,determinaren,64,estremiana
7824,ahonde,80,bahamonde
7825,yciese,73,cires
7826,nesezitase,67,nestares
7827,porposionado,70,coronado
7828,nazymiento,74,sarmiento
7829,Abstente,86,astete
7830,naturaleza,71,natuera
7831,avre,75,arpe
7832,condenadas,78,cernadas
7833,sirviendo,78,sirviente
7834,autho,73,agurto
7835,todos,80,toyos
7836,cazuelas,80,cañellas
7837,mandafe,77,mandia
7838,restitucion,80,restituto
7839,He,67,hore
7840,piloto,80,pilo
7841,estipulan,71,estopiñan
7842,servidumbre,70,servidori
7843,diessen,67,dessi
7844,promovio,75,pronovil
7845,alcanço,83,albano
7846,limitación,74,visitacion
7847,Resanado,80,granado
7848,tedas,75,das
7849,alquitraues,70,malaquias
7850,obligarse,71,obligado
7851,rositas,83,rosas
7852,conservador,78,conrado
7853,buelben,77,buelna
7854,compren,77,compte
7855,enbarasso,71,eraso
7856,Capital,77,cantal
7857,Uvas,80,cuevas
7858,fechura,77,flecha
7859,intitulado,67,intriago
7860,diffuntos,67,cifuentes
7861,rreziban,67,sorriba
7862,registre,75,restrepo
7863,frayle,91,fraye
7864,aluanies,86,alanis
7865,abocasiones,67,cabases
7866,Conque,73,roque
7867,expressa,77,ressa
7868,continuadamente,67,condamine
7869,ynsinias,67,enzinas
7870,quisso,77,buisson
7871,D.a,67,abd
7872,esperar,80,espiñeira
7873,750,0,dessi
7874,destinando,74,rudesindo
7875,alegar,83,albear
7876,calceteros,76,ballesteros
7877,Diputado,71,duardo
7878,libredes,75,olibares
7879,77,0,dessi
7880,pasquas,86,pasqual
7881,pula,89,paula
7882,Curando,80,crisando
7883,cauesa,83,cuesta
7884,rrefiere,75,barriere
7885,basas,91,bassas
7886,satisfacerle,63,sistare
7887,trage,80,tagle
7888,enplasamiento,73,sarmiento
7889,tellar,83,tellia
7890,puda,75,unda
7891,sencargaren,70,echaurren
7892,cruzifijo,67,rufino
7893,sanctissimo,80,santisima
7894,serbidor,82,servidori
7895,declarara,75,caprara
7896,conceder,77,conde
7897,canal,100,canal
7898,pertenefiere,64,pierre-ernest
7899,bello,100,bello
7900,rollo,89,ollo
7901,sierta,83,sibert
7902,bocas,83,boscasa
7903,galeones,80,galeote
7904,sussodho,62,asunsolo
7905,petición,71,perotin
7906,Plazo,89,lazo
7907,berdugo,100,berdugo
7908,freiles,92,freile
7909,Entender,82,centenero
7910,corriendo,82,carriedo
7911,recetor,77,hector
7912,resibirlos,71,riberos
7913,enmiende,75,menendez
7914,mortales,93,morales
7915,estara,91,estaña
7916,obligue,77,ligues
7917,escacena,80,calcena
7918,profeta,73,reta
7919,proceder,71,rodera
7920,azucar,83,azuara
7921,rociar,83,brocar
7922,pequeñoyten,63,requesens
7923,cascada,86,causada
7924,agirmas,83,armas
7925,ocheta,83,cochet
7926,damasco,92,damaso
7927,anchura,77,sancha
7928,faue,75,frau
7929,Catalina,100,catalina
7930,tablón,80,talon
7931,quitasol,80,quitano
7932,ofrecieron,71,ciceron
7933,aparece,77,areche
7934,basio,89,baso
7935,ualga,73,pulgar
7936,mamora,83,samora
7937,pudiesedes,67,cespedes
7938,dañado,80,amado
7939,escreuir,82,escaregui
7940,abonan,83,bonança
7941,seamos,73,ramos
7942,dorarlo=,83,doral
7943,compartimentos,67,martino
7944,anjeles,86,angeles
7945,detenia,75,estefania
7946,seisos,80,seso
7947,"2,640",18,ab-ach
7948,predestal,75,remesal
7949,sombrero,80,soberon
7950,auecindo,82,rudecindo
7951,entieros,82,ontiveros
7952,allí,86,wall
7953,abonarse,75,bonastre
7954,vezo,75,veno
7955,Ordena,92,ordeñana
7956,sacristanas,90,sacristan
7957,prouincial,75,princi
7958,precisos,77,recio
7959,nesesito,80,nemesio
7960,contenydas,78,conteras
7961,manDaua,86,mandura
7962,prefenfe,67,parente
7963,2800,0,dessi
7964,rubricado)-Melchor,59,torrubiano
7965,despachar,88,espacha
7966,fesma,80,sesma
7967,sasonados,71,saona
7968,estada,100,estada
7969,conozo,73,corzo
7970,guarnescidos,70,farnesio
7971,pagen,89,page
7972,loqual,67,lostal
7973,Hospital,100,hospital
7974,abientole,75,arbieto
7975,manoteado,75,manteca
7976,rrentan,77,restan
7977,Hombre,100,hombre
7978,almillas,86,millas
7979,picando,92,picado
7980,caidos,77,casildo
7981,chancelaban,78,cancela
7982,archeros,86,archer
7983,.-geronimo,100,geronimo
7984,pretender,75,resende
7985,galano,92,galeano
7986,deveme,77,deverez
7987,boladas,77,boluda
7988,mercedario,78,mercurio
7989,magna,91,maguna
7990,pipote,73,ponte
7991,aguaducho,80,aguado
7992,asidos,77,casildo
7993,quanta,77,quirant
7994,franjas,77,franca
7995,Aquí,75,azque
7996,arabescos,75,carasco
7997,vezinos,77,zainos
7998,39,0,dessi
7999,delta,83,delorta
8000,47,0,dessi
8001,preguntas,67,presas
8002,doca,89,dorca
8003,Resurrecion,67,sarrion
8004,bautice,71,gautier
8005,tabloncillos,74,ancillo
8006,testimonyo,75,simono
8007,revocava,67,arechavala
8008,Parrochial,71,arroita
8009,estube,67,iturbe
8010,apartado,86,parado
8011,4000,0,dessi
8012,respetar,77,resta
8013,dichojuan,62,juan
8014,nesesario,75,nemesio
8015,hisse,73,wisser
8016,concanonigo,67,antonio
8017,quifo,73,quiros
8018,aoval,80,raval
8019,rendición,77,redin
8020,conpraron,75,compañon
8021,asusenas,80,cassens
8022,repitiendo,71,septien
8023,bocos,80,bolos
8024,Satisfacion,67,visitacion
8025,celada,100,celada
8026,rrestitucion,76,restituto
8027,trabazones,71,tabares
8028,comentara,78,comenares
8029,gengibre,67,generes
8030,grapas,80,gras
8031,bendieron,75,veniero
8032,teniades,75,terrades
8033,bibas,80,briñas
8034,feraduras,75,fauduas
8035,Juramos,83,ramos
8036,Ronper,83,ropero
8037,baser,80,bayer
8038,firma,91,firmat
8039,elensar,83,elena
8040,probehedor,71,robredo
8041,Ciud,86,cid
8042,bever,91,belver
8043,pulimento,75,paulino
8044,rredondela,82,redonda
8045,fufodicho,59,custodio
8046,muñyz,75,muñiz
8047,demora,80,mora
8048,salcedo,100,salcedo
8049,justificado,76,justiniano
8050,escribiendo,74,escobedo
8051,acabariais,78,zacarias
8052,eliseo,100,eliseo
8053,cietos,83,cuetos
8054,abades,86,labiades
8055,mysma,67,sama
8056,rrestituyese,67,restituto
8057,rrespondiendo,67,resendio
8058,Illuse,73,allue
8059,entretenimiento,58,sentmenat
8060,adivinador,71,vinader
8061,salimos,77,salido
8062,escriuen,75,escriche
8063,sumo,75,simão
8064,gallego,100,gallego
8065,"17,19",18,ab-ach
8066,quiebras,86,quiers
8067,Carta,100,carta
8068,Mro,86,moro
8069,temporal,77,moral
8070,tocan,83,toscano
8071,parentesco,82,parente
8072,avitar,80,viar
8073,conoscidos,71,coniedo
8074,appcº,67,capac
8075,conosse,67,cosme
8076,sc,67,saco
8077,gorgeras,80,gragera
8078,rrincon,92,rincon
8079,Muy,75,maury
8080,resina,91,reina
8081,veran,91,verano
8082,guarnicionero,76,guarione
8083,ennerviar,71,renteria
8084,quietos,77,quiles
8085,Relebamos,71,ramos
8086,almojarreta,80,galarreta
8087,conbino,77,cobian
8088,Perspectiva,71,perpiña
8089,desaguar,77,aguar
8090,Rublicada,78,rubalcava
8091,pasaron,86,pajaron
8092,liquidacion,67,visitacion
8093,allanamiento,70,alaminos
8094,prestos,83,preto
8095,hacerse,71,caceres
8096,fizieren,71,fersen
8097,fuymos,80,fumo
8098,bocete,80,bote
8099,imponemos,71,pontejos
8100,125,0,dessi
8101,quadradillos,80,quadrado
8102,afecto,71,perfecto
8103,casuelas,86,casela
8104,çedro,89,pedro
8105,portillos,94,portillo
8106,entremeta,75,entrena
8107,calmas,83,balmas
8108,parecyere,75,parcero
8109,saias,83,salinas
8110,Comentando,78,contador
8111,fernand,93,fernanda
8112,equivalente,74,quirante
8113,esscnº,67,messina
8114,almojarifazgo,70,almaraz
8115,sillitas,75,sicilias
8116,cavildo,86,casildo
8117,desbaratar,75,barata
8118,estola,83,estela
8119,impiden,67,pimienta
8120,refrescar,67,teresa
8121,quitarfelo,71,quitano
8122,remitiendo,71,remigio
8123,Concierto,75,contero
8124,veynticuatro.6,60,veytia
8125,perfycion,71,perfecto
8126,jurador,73,jado
8127,retablitos,71,ablitas
8128,Animales,80,ramales
8129,fechose,71,poechos
8130,biexosyten,63,villesten
8131,valoraron,75,alarcon
8132,"45,000",17,ab-ach
8133,reliebes,71,olibes
8134,cal,86,calça
8135,auitos,73,matos
8136,batan,89,baçan
8137,savastros,71,gavaston
8138,desposados,71,posadas
8139,nuepa,80,nueva
8140,orofreses,80,freses
8141,rescibido,71,preciado
8142,lasaro,83,lazaro
8143,obispos,77,obiols
8144,lidiando,77,lando
8145,pedia,80,vedia
8146,broñydas,83,rodas
8147,septiembre,71,sempere
8148,repreffenta,63,ezpeleta
8149,argamaçon,77,gamon
8150,caesciere,75,caceres
8151,deyo,73,andeyro
8152,cruzero,83,cuero
8153,pocos,83,poechos
8154,profiguio,67,priego
8155,vijilia,73,vila
8156,Flecha,100,flecha
8157,dolencia,75,valencia
8158,peñasco,80,peñas
8159,89,0,dessi
8160,vasques,86,vasquez
8161,simbolo,77,simono
8162,tratada,77,strata
8163,venana,91,veana
8164,baca,100,baca
8165,haçes,80,chaves
8166,syriales,80,criales
8167,apropiadas,75,pradas
8168,;,0,dessi
8169,declaraon,74,claramonte
8170,plastezer,75,pastene
8171,hynchen,67,lynch
8172,rasgos,80,raso
8173,Lepanto?y,67,lannoy
8174,luipsa,91,luisa
8175,brutescos,71,berrueco
8176,quesa,83,quesada
8177,Piscina,100,piscina
8178,paños,89,pazos
8179,fefenta,67,fregenal
8180,entregadas,71,venegas
8181,poftigo,86,postigo
8182,Hispalense,67,sales
8183,cercanos,71,cerain
8184,AME,75,amell
8185,vatismo,71,santiso
8186,deligencias,70,felicitas
8187,resucitado,78,preciado
8188,deuia,80,eguia
8189,cuiero,91,cuero
8190,confirmada,71,conrado
8191,arquilla,86,arilla
8192,abocasion,71,pascasio
8193,confiesa,86,conesa
8194,obiesen,77,obrien
8195,ahorrado,80,parrado
8196,encaje,73,cajes
8197,aun,86,auñon
8198,terzios,77,tueros
8199,crestas,83,resta
8200,[al,80,val
8201,enseñansa,71,esperanza
8202,curiosidad,67,urosa
8203,ynducen,77,duchen
8204,nefesarias,75,fariñas
8205,plantada,78,lantadilla
8206,igualmente,71,galeote
8207,apresiamos,75,presas
8208,via,86,viar
8209,Resiui,73,siuri
8210,verdes,100,verdes
8211,pagados,77,aguado
8212,retroescripto,67,restrepo
8213,saco,100,saco
8214,baquerito,89,baquerizo
8215,nuevecientos,67,lucientes
8216,mutilejos,75,mutiloa
8217,quebrantos,71,quirant
8218,afixado,71,afandor
8219,durara,83,durana
8220,apruebo,71,arguero
8221,Clemencia,100,clemencia
8222,ejercicios,75,jerico
